LineNo,PhotoID,UserID,DateTaken,Latitude,Longitude,Accuracy
21059,4852844163,22017657@N05,27-07-2010,-122.422757,37.826734,13.0
21490,3839253188,23654380@N00,19-08-2009,-122.4328,37.7562,16.0
22329,3347839960,44124466908@N01,03-03-2009,-122.396972,37.787815,15.0
22825,13874447454,15409406@N00,11-04-2014,-122.394491,37.787817,16.0
23222,10674335495,82847947@N00,03-11-2013,-122.42015,37.76979,16.0
23326,6101175736,44124466908@N01,30-08-2011,-122.401756,37.788749,16.0
23405,2102412589,44124416424@N01,11-12-2007,-122.509108,37.735040000000005,16.0
23894,5546035920,41715395@N00,20-03-2011,-122.432756,37.777533,16.0
24399,903201650,33917831@N00,29-05-2007,-122.459868,37.772605,16.0
24991,3207185156,33956054@N00,18-01-2009,-122.408279,37.752868,15.0
25031,8207819388,79551604@N00,29-09-2012,-122.428001,37.7325,16.0
25129,2819224315,19131586@N00,23-08-2008,-122.468547,37.771121,13.0
25498,4260026703,31477369@N00,09-01-2010,-122.441897,37.778168,15.0
25499,8181028979,65986072@N00,12-11-2012,-122.467947,37.771342,16.0
25830,59459799,33722054@N00,31-10-2005,-122.434628,37.760757,16.0
26160,3961547224,55514420@N00,27-09-2009,-122.36731,37.819344,15.0
26466,8355030824,89306448@N00,06-01-2013,-122.411334,37.763000000000005,16.0
27720,8091785879,44124466908@N01,26-09-2012,-122.452789,37.769241,16.0
28510,387787824,15258202@N00,08-02-2007,-122.419173,37.756295,15.0
29283,5753594633,13614261@N00,23-05-2011,-122.419807,37.800464,16.0
29475,4145266303,45102676@N07,17-03-2006,-122.416448,37.780238,16.0
29654,133842553,50933076@N00,23-04-2006,-122.419452,37.80207,15.0
29755,9662392313,38235069@N00,22-08-2013,-122.456834,37.802166,16.0
29756,489063250,10932175@N00,08-05-2007,-122.405859,37.802404,16.0
29975,7306241476,35034346886@N01,30-05-2012,-122.43138799999998,37.753703,16.0
30296,3170311544,51352098@N00,01-01-2009,-122.466781,37.770236,16.0
30531,3349065582,69851976@N00,12-02-2009,-122.490837,37.787498,16.0
30677,2816781314,66438534@N00,31-08-2008,-122.430122,37.807724,16.0
31252,4674357182,45013875@N00,05-06-2010,-122.46775900000002,37.797532,16.0
32087,3070385128,29797746@N08,07-08-2008,-122.421276,37.807122,16.0
32366,2703861915,19121199@N00,25-07-2008,-122.420289,37.767848,15.0
32981,5593928652,26728047@N05,02-04-2011,-122.401512,37.784225,15.0
33149,9251923025,95881098@N00,10-07-2013,-122.430009,37.7853,16.0
33731,2049415260,90088957@N00,10-11-2007,-122.422199,37.787538,16.0
33986,3946153458,44124466908@N01,22-09-2009,-122.398692,37.795283000000005,16.0
34364,10370576894,81851947@N00,10-07-2013,-122.389334,37.778,16.0
34547,6218498193,39435029@N00,06-10-2011,-122.405667,37.786666,16.0
36004,8194170689,43498286@N00,03-10-2012,-122.430834,37.769,16.0
36173,4990090467,32389209@N05,11-09-2010,-122.504693,37.733241,16.0
36306,5446483053,30595595@N00,11-02-2011,-122.42268500000002,37.82648,15.0
36636,3424797585,25007843@N00,08-04-2009,-122.419334,37.774833,16.0
37703,225773582,53546415@N00,26-08-2006,-122.485617,37.76923,15.0
38211,8018607438,63936444@N04,23-09-2012,-122.407929,37.776846,16.0
38399,3265068228,35004153@N08,08-02-2009,-122.427628,37.766264,16.0
38441,8461389082,98862796@N00,03-02-2013,-122.411202,37.810411,16.0
38698,658310860,98479051@N00,22-06-2007,-122.42619,37.759917,16.0
38801,6040377159,63215589@N00,08-08-2011,-122.466316,37.769934,15.0
38832,3061036081,32782751@N07,11-10-2008,-122.43953700000002,37.806783,15.0
39030,41503506,69754957@N00,24-08-2005,-122.41913,37.803104,16.0
39124,3647455421,87533642@N00,21-06-2009,-122.491925,37.770331,16.0
39137,4176333363,25678284@N03,11-12-2009,-122.42074,37.754853,14.0
39762,5788167414,25093253@N05,28-04-2011,-122.422167,37.826,16.0
39805,6233214721,44551309@N08,08-10-2011,-122.42113700000002,37.825175,16.0
40490,2207547980,51035555243@N01,30-12-2007,-122.500724,37.784405,16.0
43405,3978600376,25678284@N03,03-10-2009,-122.407608,37.784405,16.0
43929,1226373192,8392121@N02,11-11-2002,-122.394132,37.793541,14.0
43951,462929114,70505071@N00,14-04-2007,-122.405768,37.802455,16.0
44246,6891469098,95394384@N00,31-03-2012,-122.430374,37.808682,14.0
45481,3007506330,81755678@N00,04-11-2008,-122.421147,37.798858,16.0
45730,246196079,68601487@N00,14-09-2006,-122.395538,37.781078,15.0
45766,5674303129,26014981@N02,30-04-2011,-122.495343,37.747842,16.0
46039,8628638943,10069023@N00,06-04-2013,-122.399,37.759166,16.0
46676,4702495290,56384399@N00,26-05-2010,-122.398047,37.770171000000005,16.0
47008,8073286093,75964373@N00,06-10-2012,-122.435837,37.760834,16.0
48195,9431952251,14136614@N03,26-07-2013,-122.44875,37.769642,16.0
48525,5914557348,8021736@N06,02-07-2011,-122.443571,37.770706,15.0
48528,4728383827,79781814@N00,23-06-2010,-122.400902,37.786037,16.0
49167,2601024295,23004521@N02,22-06-2008,-122.44812,37.790251,7.0
49193,100353212,32762124@N00,11-02-2006,-122.460259,37.772576,16.0
50742,270872937,20688578@N00,16-10-2006,-122.385748,37.713188,16.0
50814,3899176153,34507951@N07,11-04-2009,-122.427901,37.75976,16.0
51146,7542540124,61649406@N00,28-06-2012,-122.417918,37.802273,16.0
51594,7613702008,74215305@N00,20-07-2012,-122.468526,37.766542,15.0
51683,3760648496,38522426@N00,10-07-2009,-122.422928,37.826768,16.0
51727,2687545027,13334322@N00,19-07-2008,-122.483798,37.769554,16.0
52020,3854773129,44124466908@N01,23-08-2009,-122.41383,37.763556,14.0
52084,4336192343,44551309@N08,11-10-2009,-122.469534,37.807808,16.0
52526,8177526489,44124466908@N01,11-11-2012,-122.4465,37.7935,16.0
52853,3158506663,94159436@N00,01-01-2009,-122.392576,37.794297,16.0
53699,1669997647,77221056@N00,30-09-2007,-122.409861,37.782790000000006,14.0
54330,2624112668,35034345533@N01,29-06-2008,-122.394948,37.777923,14.0
54371,5249021767,44124466908@N01,09-12-2010,-122.419667,37.778833,16.0
54413,3693225895,69346531@N00,04-07-2009,-122.409167,37.804833,16.0
54554,4145653539,38956330@N00,25-04-2009,-122.40752,37.787988,16.0
54614,5028643813,8077563@N08,24-09-2010,-122.466326,37.76992,15.0
54833,137544689,44124466908@N01,28-04-2006,-122.434832,37.762152,16.0
55686,8680488770,34186459@N00,19-04-2013,-122.428448,37.785266,16.0
55834,2643508014,23004521@N02,06-07-2008,-122.44812,37.790251,7.0
56908,9181772500,20469985@N04,30-06-2013,-122.411087,37.781577,16.0
57269,334676150,53546415@N00,26-12-2006,-122.449074,37.803714,16.0
58016,13956559614,29602682@N04,20-03-2009,-122.419415,37.774929,16.0
58217,8290659796,35269053@N00,02-10-2012,-122.403351,37.787406,16.0
58727,4365439393,44124466908@N01,14-02-2010,-122.426254,37.760163,16.0
59486,3737237584,60723528@N00,21-06-2009,-122.41132,37.810814,15.0
59669,3672610327,22257962@N00,29-06-2009,-122.445384,37.770065,16.0
60220,13895820335,21881956@N05,11-04-2014,-122.470067,37.770369,16.0
60229,4675733375,98768385@N00,06-06-2010,-122.402687,37.785602,16.0
60413,3245552543,82454098@N00,07-12-2008,-122.446296,37.751358,15.0
60659,3447205088,44124466908@N01,15-04-2009,-122.418229,37.781545,16.0
60935,2618253866,96541259@N00,17-06-2008,-122.418243,37.77861,15.0
61106,3353983639,83391022@N00,14-03-2009,-122.39929,37.77719,16.0
61265,3982312977,42995513@N00,03-10-2009,-122.417607,37.779504,16.0
61916,5451509411,48734555@N00,16-02-2011,-122.395467,37.788161,16.0
62461,9615236991,44124466908@N01,28-08-2013,-122.437834,37.775999,16.0
62738,14598431,51035624977@N01,17-05-2005,-122.372202,37.816683000000005,16.0
62912,5501000700,89692491@N00,04-03-2011,-122.430181,37.80802,13.0
63308,5257390815,18578905@N02,13-12-2010,-122.401868,37.785787,16.0
63394,2871366270,23004521@N02,19-09-2008,-122.44812,37.790251,7.0
63590,4725757079,38195162@N08,21-05-2010,-122.430267,37.806935,12.0
64214,2199295987,44124367601@N01,15-01-2008,-122.404432,37.785528,12.0
64949,1803137868,51035687236@N01,30-09-2007,-122.412285,37.773394,15.0
64967,6333820512,9690615@N07,02-11-2011,-122.413639,37.779686,16.0
65172,10031416806,26216388@N02,30-09-2013,-122.412859,37.77283,16.0
65461,7054572095,74135127@N00,07-04-2012,-122.402522,37.804011,16.0
65594,3278094186,19283903@N00,13-02-2009,-122.43532,37.762971,16.0
65635,4102229770,20055849@N00,14-11-2009,-122.400994,37.78583,16.0
65761,5444234213,97863854@N00,10-02-2011,-122.420278,37.7875,16.0
65948,2787357205,91785048@N00,17-08-2008,-122.409453,37.808648,14.0
65963,6284633432,16462730@N02,24-10-2011,-122.369079,37.819648,16.0
65984,6114996143,44124466908@N01,04-09-2011,-122.428851,37.769468,15.0
66184,2740286943,37996581290@N01,06-07-2008,-122.412543,37.80897,13.0
66249,3860383612,44124466908@N01,07-06-2009,-122.398559,37.791519,15.0
67640,862721808,15357170@N00,05-07-2007,-122.460308,37.811411,16.0
67913,4600841834,7336367@N02,06-05-2010,-122.403241,37.783333,16.0
68124,216108775,63303066@N00,15-08-2006,-122.408401,37.788284,16.0
68574,4847407468,27572989@N02,13-04-2010,-122.453919,37.804918,16.0
68778,4844575135,83052216@N00,30-07-2010,-122.39656200000002,37.789622,16.0
69037,4052258402,50751757@N00,25-11-2009,-122.487001,37.769116,16.0
69897,7860487638,12806074@N08,18-08-2012,-122.474717,37.809388,13.0
70621,5805731749,13727513@N06,07-06-2011,-122.462539,37.7718,9.0
70786,180848239,78425154@N00,01-07-2006,-122.414882,37.768509,16.0
71300,4626975005,7336367@N02,20-05-2010,-122.399368,37.785681,16.0
71455,6205473555,28875518@N04,02-10-2011,-122.415844,37.78816,16.0
71542,6954965762,83052216@N00,21-04-2012,-122.4171,37.752497,16.0
72269,6106678061,74588660@N00,22-08-2011,-122.422885,37.826734,15.0
72562,5751849394,39976636@N03,23-05-2011,-122.452778,37.800555,16.0
72608,6984316260,72517401@N00,28-04-2012,-122.464817,37.766227,16.0
72796,3672467075,79483207@N00,17-03-2009,-122.466219,37.769746000000005,16.0
73136,3626155226,20885794@N00,08-06-2009,-122.404167,37.782833,16.0
73349,3979728617,55514420@N00,18-09-2009,-122.421855,37.826395,13.0
73652,5333586074,26686573@N00,05-09-2010,-122.480392,37.826514,14.0
73673,4883022929,9462200@N08,11-08-2010,-122.445405,37.769217,16.0
74713,4743482250,10011817@N00,27-06-2010,-122.418293,37.779517,15.0
74779,764536529,99522061@N00,08-07-2007,-122.43164,37.784825,8.0
75561,5129368149,59888866@N00,30-10-2010,-122.420326,37.806279,16.0
76293,4130885427,55716492@N00,23-11-2009,-122.40794,37.804367,16.0
76326,3880301726,25832718@N00,20-08-2009,-122.42,37.7759,16.0
76656,7346686912,99984744@N00,27-05-2012,-122.467453,37.803901,15.0
77026,2617710684,98479051@N00,27-06-2008,-122.426351,37.759599,16.0
77160,4156334097,18378655@N00,03-12-2009,-122.422778,37.826641,16.0
77431,4065698616,13322960@N00,01-11-2009,-122.418167,37.786666,16.0
78298,5416193360,85853333@N00,03-02-2011,-122.394503,37.794872,16.0
78360,3825556668,56946277@N00,15-08-2009,-122.432701,37.7984,16.0
78855,3175862629,44124466908@N01,06-01-2009,-122.401095,37.784316,15.0
79219,2754406369,23004521@N02,11-08-2008,-122.44812,37.790251,7.0
79446,4102245020,20055849@N00,14-11-2009,-122.406483,37.787529,15.0
79762,860895197,51663053@N00,20-07-2007,-122.445328,37.769161,11.0
79792,2621583130,93032441@N00,26-06-2008,-122.468124,37.77113,16.0
79872,8194001638,9606104@N07,30-10-2012,-122.433167,37.784166,16.0
80320,4728294972,32934461@N00,21-05-2010,-122.423327,37.827747,16.0
80761,6044036013,37996578656@N01,13-08-2011,-122.409302,37.809799,16.0
81025,4701384742,44124466908@N01,13-06-2010,-122.402865,37.785232,15.0
82160,1459928975,14878709@N00,24-09-2007,-122.406095,37.801998,16.0
82337,4938634118,44124466908@N01,29-08-2010,-122.407908,37.788022,15.0
82689,116132998,51035767928@N01,20-03-2006,-122.404244,37.775145,16.0
83062,5471484234,12289718@N00,20-02-2011,-122.3927,37.782367,16.0
83563,5586530757,33666095@N05,03-04-2011,-122.432847,37.77618,16.0
83625,8677587162,15945560@N02,10-03-2013,-122.431983,37.807342,11.0
83672,6811982834,79781814@N00,03-03-2012,-122.44923500000002,37.803519,15.0
83709,247279407,64825255@N00,19-02-2006,-122.405923,37.802375,15.0
83755,4288124809,44124466908@N01,19-01-2010,-122.401052,37.785936,16.0
83806,6001798881,48734555@N00,27-07-2011,-122.386834,37.795722,16.0
83848,10540726574,82847947@N00,19-10-2013,-122.375528,37.822293,15.0
84569,5389814086,94865302@N00,25-01-2011,-122.412145,37.781263,16.0
85583,3726510931,18203847@N00,15-07-2009,-122.412437,37.803417,16.0
86368,2337695302,7354209@N08,26-07-2007,-122.416755,37.779621,15.0
87357,1316137600,90784314@N00,03-09-2007,-122.402286,37.801925,15.0
88422,388423339,44124466908@N01,11-02-2007,-122.422454,37.76482,15.0
88906,6193691875,41894141136@N01,28-09-2011,-122.400815,37.8034,16.0
88978,3691835037,63126465@N00,05-07-2009,-122.432908,37.785403,16.0
89050,6061606011,66556457@N02,13-09-2010,-122.448806,37.808156,10.0
89071,775080119,68601487@N00,10-07-2007,-122.389411,37.77833,16.0
90321,502590641,44124316579@N01,16-05-2007,-122.418369,37.753148,15.0
90529,350973789,86151521@N00,15-12-2006,-122.511291,37.762640000000005,16.0
90917,6102671743,22467415@N00,25-08-2011,-122.402651,37.788823,16.0
90993,12852040724,30007308@N00,18-02-2014,-122.41303899999998,37.791816,16.0
91405,8910239,40389616@N00,07-04-2005,-122.42383,37.828565000000005,12.0
91903,5379195492,95769700@N00,22-01-2011,-122.427259,37.759861,16.0
91925,4448507904,47801073@N07,25-09-2009,-122.39028,37.778385,16.0
92101,6474145951,35034347485@N01,06-12-2011,-122.430737,37.74743,16.0
92969,3688057519,82976024@N00,04-07-2009,-122.417907,37.750968,14.0
93031,10443901006,44124466908@N01,22-10-2013,-122.433832,37.733298,16.0
93261,2688370098,13334322@N00,19-07-2008,-122.483798,37.769554,16.0
93379,8402275002,44124466908@N01,20-01-2013,-122.418718,37.75207,16.0
93524,6866907011,29305806@N06,11-02-2012,-122.478622,37.782295,15.0
93843,5165557195,44124370018@N01,06-11-2010,-122.406342,37.793978,16.0
93905,53653358,39927207@N00,16-10-2005,-122.44754,37.753377,16.0
94034,7238800906,51212909@N02,20-05-2012,-122.426282,37.759102,16.0
94079,6123972555,44124466908@N01,06-09-2011,-122.417902,37.780695,16.0
94397,134413480,33722054@N00,12-03-2006,-122.407929,37.782239,16.0
94477,3566314740,33917831@N00,21-05-2009,-122.467272,37.802617,16.0
94504,9396501866,62568694@N00,25-07-2013,-122.411167,37.778166,16.0
94509,4566428360,19059109@N00,10-04-2010,-122.468708,37.770059,16.0
95344,4155891637,20234144@N00,28-10-2009,-122.463386,37.726593,16.0
95732,8162210237,44124466908@N01,06-11-2012,-122.416834,37.7395,16.0
96070,8333670207,27572989@N02,22-09-2012,-122.483385,37.746947,16.0
96157,2608854326,26063910@N00,22-06-2008,-122.483305,37.829679,16.0
96286,2527473939,97863854@N00,25-05-2008,-122.437222,37.771111,16.0
96622,4324772088,45750259@N05,30-01-2010,-122.402228,37.789543,16.0
96779,10988734216,51035749109@N01,05-07-2013,-122.432219,37.764218,16.0
97738,2861971776,46633101@N00,11-09-2008,-122.512166,37.775333,16.0
98134,8470594952,44124466908@N01,12-02-2013,-122.418605,37.779415,16.0
98709,3604875220,15362046@N04,07-06-2009,-122.419323,37.758765,14.0
98814,10479581335,34581217@N00,25-10-2013,-122.427989,37.789822,16.0
98928,3323479679,23004521@N02,02-03-2009,-122.44812,37.790251,7.0
98963,2461863943,48600095270@N01,03-05-2008,-122.396476,37.765066,16.0
99156,2222822783,33916783@N00,13-01-2008,-122.47953400000002,37.778287,16.0
99195,4359830274,25479668@N00,14-02-2010,-122.394636,37.794614,16.0
99979,2341950781,34427469121@N01,17-03-2008,-122.399024,37.794325,16.0
100615,6260526493,27109792@N00,19-10-2011,-122.416076,37.809224,15.0
101072,6267945629,40040700045@N01,21-10-2011,-122.447776,37.769964,16.0
101143,3067665857,63335179@N00,21-11-2008,-122.404829,37.79445,16.0
101297,7121029879,50847591@N00,10-03-2012,-122.408401,37.774853,16.0
102086,4843703449,15352839@N00,24-07-2010,-122.448451,37.769792,16.0
102385,3026000480,23004521@N02,12-11-2008,-122.44812,37.790251,7.0
103140,10986979464,40911801@N00,20-11-2013,-122.4465,37.7545,16.0
103209,4006771981,33633351@N00,11-10-2009,-122.482795,37.769315,15.0
103213,3329656134,29402347@N04,04-03-2009,-122.418465,37.779469,15.0
103603,12473133315,40911801@N00,11-02-2014,-122.458,37.7635,16.0
103711,3635860014,44124466908@N01,16-06-2009,-122.4075,37.788166,16.0
103783,6258094128,17593639@N08,17-10-2011,-122.477248,37.809741,16.0
103897,5449518349,97299052@N00,15-02-2011,-122.404435,37.780274,16.0
104143,3928470880,44124466908@N01,16-09-2009,-122.40749,37.78786,15.0
104540,4524725861,43661283@N00,15-04-2010,-122.394261,37.794788,14.0
104605,266524628,18684820@N00,10-10-2006,-122.400666,37.803095,16.0
105535,1129204370,82779205@N00,02-08-2007,-122.431957,37.752762,16.0
106168,7168787856,98732074@N00,09-05-2012,-122.406789,37.807804,16.0
106192,12756784215,34581217@N00,31-01-2014,-122.401414,37.792483,16.0
106352,5050457672,71644319@N00,03-10-2010,-122.486819,37.769637,15.0
106473,395617598,95286689@N00,14-02-2007,-122.48625,37.730335,15.0
106549,4549321285,25678284@N03,24-04-2010,-122.421456,37.759516,16.0
106590,10093872424,44547231@N00,04-10-2013,-122.486743,37.76968,16.0
106708,2287239504,76875951@N00,30-12-2006,-122.468132,37.771026,15.0
106872,2230668970,67961613@N00,30-01-2008,-122.41898,37.785215,15.0
107235,2553799885,23004521@N02,05-06-2008,-122.44812,37.790251,7.0
107876,5167499423,55774467@N02,01-10-2010,-122.454884,37.777329,16.0
108254,3633166951,12252801@N00,16-06-2009,-122.396742,37.78133,16.0
108284,3220872963,23004521@N02,23-01-2009,-122.44812,37.790251,7.0
108749,2276238105,22426268@N04,17-02-2008,-122.422348,37.769943,15.0
109112,2447748023,33956054@N00,25-04-2008,-122.391609,37.777923,15.0
109680,2394241148,97863854@N00,06-04-2008,-122.421944,37.795833,16.0
110649,4569667903,17065592@N00,01-05-2010,-122.432917,37.740988,16.0
110798,6685376561,27572989@N02,24-04-2011,-122.483015,37.746918,16.0
111592,9778523082,16919278@N00,03-07-2013,-122.447,37.755,16.0
112262,1470538878,38696955@N00,24-09-2007,-122.389841,37.778364,14.0
112564,8546051389,82847947@N00,10-03-2013,-122.410682,37.782821000000006,16.0
112597,8010566960,74135127@N00,11-07-2010,-122.433967,37.776218,15.0
112742,72520920,50769931@N00,11-12-2005,-122.428615,37.753683,16.0
113123,9715118191,9751269@N07,08-09-2013,-122.386193,37.713701,15.0
113174,10684464045,26112397@N05,26-05-2013,-122.406113,37.793602,16.0
113479,3714299530,68062148@N00,04-07-2009,-122.411917,37.80838,16.0
113633,2563029767,69449816@N00,08-06-2008,-122.469856,37.767826,16.0
114259,8334246296,49042115@N03,16-12-2012,-122.429,37.767166,16.0
114562,3512985205,74453626@N00,08-05-2009,-122.414534,37.78175,16.0
114632,4917820627,68989113@N00,22-08-2010,-122.508287,37.782715,14.0
114955,9575447067,20721230@N00,22-08-2013,-122.429334,37.806166,16.0
114957,4799055760,44124466908@N01,14-07-2010,-122.419998,37.787384,15.0
115013,3354886691,19149835@N00,14-03-2009,-122.510873,37.766136,13.0
115436,3715486558,68062148@N00,05-07-2009,-122.43447,37.775563,16.0
115559,6821138891,98732074@N00,04-02-2012,-122.405784,37.808373,15.0
115780,2333774927,59955009@N00,15-02-2008,-122.457561,37.819548,12.0
116272,5447344686,21424326@N00,14-02-2011,-122.414588,37.786566,16.0
116902,88132616,29273052@N00,16-01-2006,-122.460179,37.772576,16.0
117163,4191586322,65367128@N00,27-11-2009,-122.408589,37.787547,16.0
117181,8075345768,82847947@N00,05-10-2012,-122.420402,37.776252,15.0
117622,2406520489,8399025@N07,11-04-2008,-122.402297,37.765973,16.0
118592,7110584819,44124466908@N01,24-04-2012,-122.404167,37.790666,16.0
118620,4480642541,44124466908@N01,31-03-2010,-122.418128,37.776054,15.0
118952,3860759103,95756589@N00,25-08-2009,-122.398667,37.784333,16.0
119396,10949357435,44124466908@N01,17-11-2013,-122.420804,37.752901,16.0
119522,4528573896,34073237@N04,11-04-2010,-122.40235,37.785961,14.0
119650,3403757448,17039160@N00,25-03-2009,-122.421667,37.7625,16.0
120068,7193764590,13765406@N07,14-05-2012,-122.398419,37.786945,14.0
120344,3205067981,27109792@N00,16-01-2009,-122.421823,37.805657,16.0
120387,279125835,13772946@N00,20-10-2006,-122.41938799999998,37.826073,14.0
120697,2936655950,24539921@N08,12-10-2008,-122.43953700000002,37.806749,14.0
121184,9534848144,44099059@N00,17-08-2013,-122.420568,37.76298,16.0
121322,2158203975,17065592@N00,01-01-2008,-122.404025,37.771869,16.0
121409,3788174418,74063173@N00,03-08-2009,-122.409453,37.793439,16.0
121802,3851059824,42445822@N00,23-08-2009,-122.403638,37.780043,15.0
122616,5048978059,54302240@N03,26-09-2010,-122.453913,37.776704,15.0
122926,5124363738,11711545@N02,27-10-2010,-122.390763,37.778194,15.0
123091,334674965,53546415@N00,26-12-2006,-122.449074,37.803714,16.0
123104,3289704572,93879039@N00,17-02-2009,-122.400484,37.790777,16.0
123165,3707932834,44048128@N00,07-07-2009,-122.416534,37.776413,12.0
123344,8384461583,36791303@N00,15-01-2013,-122.409423,37.791164,16.0
123900,1074372457,26608734@N00,05-08-2007,-122.42958,37.786996,9.0
123917,8285993628,24527978@N05,03-12-2012,-122.421573,37.826402,16.0
124145,5956434529,22829128@N08,18-07-2011,-122.498835,37.733147,16.0
124174,2559523151,91598989@N00,07-06-2008,-122.463348,37.775394,16.0
124184,496816199,62237499@N00,16-09-2006,-122.459385,37.772504,16.0
124543,2747623787,17692430@N00,07-08-2008,-122.405998,37.785614,15.0
125052,2812708334,55514420@N00,23-08-2008,-122.448527,37.802116,16.0
125150,13650546093,44109449@N03,14-03-2014,-122.406063,37.8029,15.0
125614,7198970040,97537971@N00,14-05-2012,-122.511398,37.776199,16.0
125949,3702377239,23654380@N00,08-07-2009,-122.409927,37.787609,15.0
126291,2844362793,55514420@N00,09-09-2008,-122.406009,37.792778000000006,16.0
126486,3134205970,23004521@N02,24-12-2008,-122.44812,37.790251,7.0
127110,3054893187,8021736@N06,24-11-2008,-122.402683,37.785011,15.0
127467,2596801537,76562640@N00,30-05-2008,-122.433561,37.77621,15.0
127697,4390791186,8742308@N06,17-08-2009,-122.502418,37.733432,15.0
128421,2588440668,49215231@N00,11-07-2005,-122.448806,37.787859000000005,11.0
128493,2506409371,68601487@N00,18-05-2008,-122.464144,37.77242,16.0
128543,542062331,40033932@N00,11-06-2007,-122.419114,37.756092,16.0
129137,4588016765,23396770@N06,08-05-2010,-122.413169,37.76617,16.0
129462,6909962020,16482030@N00,06-04-2012,-122.42177,37.778177,16.0
