PhotoID,UserID,Accuracy,Latitude,Longitude,DateTaken
6730622121,44124466908@n01,16.0,-122.418501,37.752166,20-01-2012
3276731635,10011817@n00,15.0,-122.435043,37.761581,11-02-2009
10679996954,34581217@n00,16.0,-122.427848,37.790097,28-10-2013
4142029755,59525567@n00,14.0,-122.46035,37.772885,05-07-2009
1448604831,96698945@n00,15.0,-122.433882,37.78898,27-09-2007
3760640616,38522426@n00,16.0,-122.42766,37.829192,10-07-2009
8142948806,56946277@n00,16.0,-122.407272,37.784656,31-10-2012
3965458856,30690694@n05,15.0,-122.422971,37.826601,28-09-2009
6233658752,44551309@n08,16.0,-122.42113700000002,37.825175,08-10-2011
6297538963,49503048699@n01,16.0,-122.413902,37.77156,30-10-2011
7342115730,17876426@n05,12.0,-122.479019,37.818056,08-07-2005
7284870834,28006064@n02,16.0,-122.439875,37.806472,28-05-2012
8284379607,37377809@n00,16.0,-122.411919,37.754924,18-12-2012
2321738499,42445822@n00,15.0,-122.413612,37.771564,08-03-2008
2372479741,23004521@n02,7.0,-122.44812,37.790251,29-03-2008
10014473624,44124466908@n01,16.0,-122.402799,37.767042,29-09-2013
5935034041,72841285@n00,16.0,-122.426061,37.8009,10-07-2011
4852844163,22017657@n05,13.0,-122.422757,37.826734,27-07-2010
3839253188,23654380@n00,16.0,-122.4328,37.7562,19-08-2009
3347839960,44124466908@n01,15.0,-122.396972,37.787815,03-03-2009
13874447454,15409406@n00,16.0,-122.394491,37.787817,11-04-2014
10674335495,82847947@n00,16.0,-122.42015,37.76979,03-11-2013
6101175736,44124466908@n01,16.0,-122.401756,37.788749,30-08-2011
2102412589,44124416424@n01,16.0,-122.509108,37.735040000000005,11-12-2007
5546035920,41715395@n00,16.0,-122.432756,37.777533,20-03-2011
903201650,33917831@n00,16.0,-122.459868,37.772605,29-05-2007
3207185156,33956054@n00,15.0,-122.408279,37.752868,18-01-2009
8207819388,79551604@n00,16.0,-122.428001,37.7325,29-09-2012
2819224315,19131586@n00,13.0,-122.468547,37.771121,23-08-2008
4260026703,31477369@n00,15.0,-122.441897,37.778168,09-01-2010
8181028979,65986072@n00,16.0,-122.467947,37.771342,12-11-2012
59459799,33722054@n00,16.0,-122.434628,37.760757,31-10-2005
3961547224,55514420@n00,15.0,-122.36731,37.819344,27-09-2009
8355030824,89306448@n00,16.0,-122.411334,37.763000000000005,06-01-2013
8091785879,44124466908@n01,16.0,-122.452789,37.769241,26-09-2012
387787824,15258202@n00,15.0,-122.419173,37.756295,08-02-2007
5753594633,13614261@n00,16.0,-122.419807,37.800464,23-05-2011
4145266303,45102676@n07,16.0,-122.416448,37.780238,17-03-2006
133842553,50933076@n00,15.0,-122.419452,37.80207,23-04-2006
9662392313,38235069@n00,16.0,-122.456834,37.802166,22-08-2013
489063250,10932175@n00,16.0,-122.405859,37.802404,08-05-2007
7306241476,35034346886@n01,16.0,-122.43138799999998,37.753703,30-05-2012
3170311544,51352098@n00,16.0,-122.466781,37.770236,01-01-2009
3349065582,69851976@n00,16.0,-122.490837,37.787498,12-02-2009
2816781314,66438534@n00,16.0,-122.430122,37.807724,31-08-2008
4674357182,45013875@n00,16.0,-122.46775900000002,37.797532,05-06-2010
3070385128,29797746@n08,16.0,-122.421276,37.807122,07-08-2008
2703861915,19121199@n00,15.0,-122.420289,37.767848,25-07-2008
5593928652,26728047@n05,15.0,-122.401512,37.784225,02-04-2011
9251923025,95881098@n00,16.0,-122.430009,37.7853,10-07-2013
2049415260,90088957@n00,16.0,-122.422199,37.787538,10-11-2007
3946153458,44124466908@n01,16.0,-122.398692,37.795283000000005,22-09-2009
10370576894,81851947@n00,16.0,-122.389334,37.778,10-07-2013
6218498193,39435029@n00,16.0,-122.405667,37.786666,06-10-2011
8194170689,43498286@n00,16.0,-122.430834,37.769,03-10-2012
4990090467,32389209@n05,16.0,-122.504693,37.733241,11-09-2010
5446483053,30595595@n00,15.0,-122.42268500000002,37.82648,11-02-2011
3424797585,25007843@n00,16.0,-122.419334,37.774833,08-04-2009
225773582,53546415@n00,15.0,-122.485617,37.76923,26-08-2006
8018607438,63936444@n04,16.0,-122.407929,37.776846,23-09-2012
3265068228,35004153@n08,16.0,-122.427628,37.766264,08-02-2009
8461389082,98862796@n00,16.0,-122.411202,37.810411,03-02-2013
658310860,98479051@n00,16.0,-122.42619,37.759917,22-06-2007
6040377159,63215589@n00,15.0,-122.466316,37.769934,08-08-2011
3061036081,32782751@n07,15.0,-122.43953700000002,37.806783,11-10-2008
41503506,69754957@n00,16.0,-122.41913,37.803104,24-08-2005
3647455421,87533642@n00,16.0,-122.491925,37.770331,21-06-2009
4176333363,25678284@n03,14.0,-122.42074,37.754853,11-12-2009
5788167414,25093253@n05,16.0,-122.422167,37.826,28-04-2011
6233214721,44551309@n08,16.0,-122.42113700000002,37.825175,08-10-2011
2207547980,51035555243@n01,16.0,-122.500724,37.784405,30-12-2007
3978600376,25678284@n03,16.0,-122.407608,37.784405,03-10-2009
1226373192,8392121@n02,14.0,-122.394132,37.793541,11-11-2002
462929114,70505071@n00,16.0,-122.405768,37.802455,14-04-2007
6891469098,95394384@n00,14.0,-122.430374,37.808682,31-03-2012
3007506330,81755678@n00,16.0,-122.421147,37.798858,04-11-2008
246196079,68601487@n00,15.0,-122.395538,37.781078,14-09-2006
5674303129,26014981@n02,16.0,-122.495343,37.747842,30-04-2011
8628638943,10069023@n00,16.0,-122.399,37.759166,06-04-2013
4702495290,56384399@n00,16.0,-122.398047,37.770171000000005,26-05-2010
8073286093,75964373@n00,16.0,-122.435837,37.760834,06-10-2012
9431952251,14136614@n03,16.0,-122.44875,37.769642,26-07-2013
5914557348,8021736@n06,15.0,-122.443571,37.770706,02-07-2011
4728383827,79781814@n00,16.0,-122.400902,37.786037,23-06-2010
2601024295,23004521@n02,7.0,-122.44812,37.790251,22-06-2008
100353212,32762124@n00,16.0,-122.460259,37.772576,11-02-2006
270872937,20688578@n00,16.0,-122.385748,37.713188,16-10-2006
3899176153,34507951@n07,16.0,-122.427901,37.75976,11-04-2009
7542540124,61649406@n00,16.0,-122.417918,37.802273,28-06-2012
7613702008,74215305@n00,15.0,-122.468526,37.766542,20-07-2012
3760648496,38522426@n00,16.0,-122.422928,37.826768,10-07-2009
2687545027,13334322@n00,16.0,-122.483798,37.769554,19-07-2008
3854773129,44124466908@n01,14.0,-122.41383,37.763556,23-08-2009
4336192343,44551309@n08,16.0,-122.469534,37.807808,11-10-2009
8177526489,44124466908@n01,16.0,-122.4465,37.7935,11-11-2012
3158506663,94159436@n00,16.0,-122.392576,37.794297,01-01-2009
1669997647,77221056@n00,14.0,-122.409861,37.782790000000006,30-09-2007
2624112668,35034345533@n01,14.0,-122.394948,37.777923,29-06-2008
5249021767,44124466908@n01,16.0,-122.419667,37.778833,09-12-2010
3693225895,69346531@n00,16.0,-122.409167,37.804833,04-07-2009
4145653539,38956330@n00,16.0,-122.40752,37.787988,25-04-2009
5028643813,8077563@n08,15.0,-122.466326,37.76992,24-09-2010
137544689,44124466908@n01,16.0,-122.434832,37.762152,28-04-2006
8680488770,34186459@n00,16.0,-122.428448,37.785266,19-04-2013
2643508014,23004521@n02,7.0,-122.44812,37.790251,06-07-2008
9181772500,20469985@n04,16.0,-122.411087,37.781577,30-06-2013
334676150,53546415@n00,16.0,-122.449074,37.803714,26-12-2006
13956559614,29602682@n04,16.0,-122.419415,37.774929,20-03-2009
8290659796,35269053@n00,16.0,-122.403351,37.787406,02-10-2012
4365439393,44124466908@n01,16.0,-122.426254,37.760163,14-02-2010
3737237584,60723528@n00,15.0,-122.41132,37.810814,21-06-2009
3672610327,22257962@n00,16.0,-122.445384,37.770065,29-06-2009
13895820335,21881956@n05,16.0,-122.470067,37.770369,11-04-2014
4675733375,98768385@n00,16.0,-122.402687,37.785602,06-06-2010
3245552543,82454098@n00,15.0,-122.446296,37.751358,07-12-2008
3447205088,44124466908@n01,16.0,-122.418229,37.781545,15-04-2009
2618253866,96541259@n00,15.0,-122.418243,37.77861,17-06-2008
3353983639,83391022@n00,16.0,-122.39929,37.77719,14-03-2009
3982312977,42995513@n00,16.0,-122.417607,37.779504,03-10-2009
5451509411,48734555@n00,16.0,-122.395467,37.788161,16-02-2011
9615236991,44124466908@n01,16.0,-122.437834,37.775999,28-08-2013
14598431,51035624977@n01,16.0,-122.372202,37.816683000000005,17-05-2005
5501000700,89692491@n00,13.0,-122.430181,37.80802,04-03-2011
5257390815,18578905@n02,16.0,-122.401868,37.785787,13-12-2010
2871366270,23004521@n02,7.0,-122.44812,37.790251,19-09-2008
4725757079,38195162@n08,12.0,-122.430267,37.806935,21-05-2010
2199295987,44124367601@n01,12.0,-122.404432,37.785528,15-01-2008
1803137868,51035687236@n01,15.0,-122.412285,37.773394,30-09-2007
6333820512,9690615@n07,16.0,-122.413639,37.779686,02-11-2011
10031416806,26216388@n02,16.0,-122.412859,37.77283,30-09-2013
7054572095,74135127@n00,16.0,-122.402522,37.804011,07-04-2012
3278094186,19283903@n00,16.0,-122.43532,37.762971,13-02-2009
4102229770,20055849@n00,16.0,-122.400994,37.78583,14-11-2009
5444234213,97863854@n00,16.0,-122.420278,37.7875,10-02-2011
2787357205,91785048@n00,14.0,-122.409453,37.808648,17-08-2008
6284633432,16462730@n02,16.0,-122.369079,37.819648,24-10-2011
6114996143,44124466908@n01,15.0,-122.428851,37.769468,04-09-2011
2740286943,37996581290@n01,13.0,-122.412543,37.80897,06-07-2008
3860383612,44124466908@n01,15.0,-122.398559,37.791519,07-06-2009
862721808,15357170@n00,16.0,-122.460308,37.811411,05-07-2007
4600841834,7336367@n02,16.0,-122.403241,37.783333,06-05-2010
216108775,63303066@n00,16.0,-122.408401,37.788284,15-08-2006
4847407468,27572989@n02,16.0,-122.453919,37.804918,13-04-2010
4844575135,83052216@n00,16.0,-122.39656200000002,37.789622,30-07-2010
4052258402,50751757@n00,16.0,-122.487001,37.769116,25-11-2009
7860487638,12806074@n08,13.0,-122.474717,37.809388,18-08-2012
5805731749,13727513@n06,9.0,-122.462539,37.7718,07-06-2011
180848239,78425154@n00,16.0,-122.414882,37.768509,01-07-2006
4626975005,7336367@n02,16.0,-122.399368,37.785681,20-05-2010
6205473555,28875518@n04,16.0,-122.415844,37.78816,02-10-2011
6954965762,83052216@n00,16.0,-122.4171,37.752497,21-04-2012
6106678061,74588660@n00,15.0,-122.422885,37.826734,22-08-2011
5751849394,39976636@n03,16.0,-122.452778,37.800555,23-05-2011
6984316260,72517401@n00,16.0,-122.464817,37.766227,28-04-2012
3672467075,79483207@n00,16.0,-122.466219,37.769746000000005,17-03-2009
3626155226,20885794@n00,16.0,-122.404167,37.782833,08-06-2009
3979728617,55514420@n00,13.0,-122.421855,37.826395,18-09-2009
5333586074,26686573@n00,14.0,-122.480392,37.826514,05-09-2010
4883022929,9462200@n08,16.0,-122.445405,37.769217,11-08-2010
4743482250,10011817@n00,15.0,-122.418293,37.779517,27-06-2010
764536529,99522061@n00,8.0,-122.43164,37.784825,08-07-2007
5129368149,59888866@n00,16.0,-122.420326,37.806279,30-10-2010
4130885427,55716492@n00,16.0,-122.40794,37.804367,23-11-2009
3880301726,25832718@n00,16.0,-122.42,37.7759,20-08-2009
7346686912,99984744@n00,15.0,-122.467453,37.803901,27-05-2012
2617710684,98479051@n00,16.0,-122.426351,37.759599,27-06-2008
4156334097,18378655@n00,16.0,-122.422778,37.826641,03-12-2009
4065698616,13322960@n00,16.0,-122.418167,37.786666,01-11-2009
5416193360,85853333@n00,16.0,-122.394503,37.794872,03-02-2011
3825556668,56946277@n00,16.0,-122.432701,37.7984,15-08-2009
3175862629,44124466908@n01,15.0,-122.401095,37.784316,06-01-2009
2754406369,23004521@n02,7.0,-122.44812,37.790251,11-08-2008
4102245020,20055849@n00,15.0,-122.406483,37.787529,14-11-2009
860895197,51663053@n00,11.0,-122.445328,37.769161,20-07-2007
2621583130,93032441@n00,16.0,-122.468124,37.77113,26-06-2008
8194001638,9606104@n07,16.0,-122.433167,37.784166,30-10-2012
4728294972,32934461@n00,16.0,-122.423327,37.827747,21-05-2010
6044036013,37996578656@n01,16.0,-122.409302,37.809799,13-08-2011
4701384742,44124466908@n01,15.0,-122.402865,37.785232,13-06-2010
1459928975,14878709@n00,16.0,-122.406095,37.801998,24-09-2007
4938634118,44124466908@n01,15.0,-122.407908,37.788022,29-08-2010
116132998,51035767928@n01,16.0,-122.404244,37.775145,20-03-2006
5471484234,12289718@n00,16.0,-122.3927,37.782367,20-02-2011
5586530757,33666095@n05,16.0,-122.432847,37.77618,03-04-2011
8677587162,15945560@n02,11.0,-122.431983,37.807342,10-03-2013
6811982834,79781814@n00,15.0,-122.44923500000002,37.803519,03-03-2012
247279407,64825255@n00,15.0,-122.405923,37.802375,19-02-2006
4288124809,44124466908@n01,16.0,-122.401052,37.785936,19-01-2010
6001798881,48734555@n00,16.0,-122.386834,37.795722,27-07-2011
10540726574,82847947@n00,15.0,-122.375528,37.822293,19-10-2013
5389814086,94865302@n00,16.0,-122.412145,37.781263,25-01-2011
3726510931,18203847@n00,16.0,-122.412437,37.803417,15-07-2009
2337695302,7354209@n08,15.0,-122.416755,37.779621,26-07-2007
1316137600,90784314@n00,15.0,-122.402286,37.801925,03-09-2007
388423339,44124466908@n01,15.0,-122.422454,37.76482,11-02-2007
6193691875,41894141136@n01,16.0,-122.400815,37.8034,28-09-2011
3691835037,63126465@n00,16.0,-122.432908,37.785403,05-07-2009
6061606011,66556457@n02,10.0,-122.448806,37.808156,13-09-2010
775080119,68601487@n00,16.0,-122.389411,37.77833,10-07-2007
502590641,44124316579@n01,15.0,-122.418369,37.753148,16-05-2007
350973789,86151521@n00,16.0,-122.511291,37.762640000000005,15-12-2006
6102671743,22467415@n00,16.0,-122.402651,37.788823,25-08-2011
12852040724,30007308@n00,16.0,-122.41303899999998,37.791816,18-02-2014
8910239,40389616@n00,12.0,-122.42383,37.828565000000005,07-04-2005
5379195492,95769700@n00,16.0,-122.427259,37.759861,22-01-2011
4448507904,47801073@n07,16.0,-122.39028,37.778385,25-09-2009
6474145951,35034347485@n01,16.0,-122.430737,37.74743,06-12-2011
3688057519,82976024@n00,14.0,-122.417907,37.750968,04-07-2009
10443901006,44124466908@n01,16.0,-122.433832,37.733298,22-10-2013
2688370098,13334322@n00,16.0,-122.483798,37.769554,19-07-2008
8402275002,44124466908@n01,16.0,-122.418718,37.75207,20-01-2013
6866907011,29305806@n06,15.0,-122.478622,37.782295,11-02-2012
5165557195,44124370018@n01,16.0,-122.406342,37.793978,06-11-2010
53653358,39927207@n00,16.0,-122.44754,37.753377,16-10-2005
7238800906,51212909@n02,16.0,-122.426282,37.759102,20-05-2012
6123972555,44124466908@n01,16.0,-122.417902,37.780695,06-09-2011
134413480,33722054@n00,16.0,-122.407929,37.782239,12-03-2006
3566314740,33917831@n00,16.0,-122.467272,37.802617,21-05-2009
9396501866,62568694@n00,16.0,-122.411167,37.778166,25-07-2013
4566428360,19059109@n00,16.0,-122.468708,37.770059,10-04-2010
4155891637,20234144@n00,16.0,-122.463386,37.726593,28-10-2009
8162210237,44124466908@n01,16.0,-122.416834,37.7395,06-11-2012
8333670207,27572989@n02,16.0,-122.483385,37.746947,22-09-2012
2608854326,26063910@n00,16.0,-122.483305,37.829679,22-06-2008
2527473939,97863854@n00,16.0,-122.437222,37.771111,25-05-2008
4324772088,45750259@n05,16.0,-122.402228,37.789543,30-01-2010
10988734216,51035749109@n01,16.0,-122.432219,37.764218,05-07-2013
2861971776,46633101@n00,16.0,-122.512166,37.775333,11-09-2008
8470594952,44124466908@n01,16.0,-122.418605,37.779415,12-02-2013
3604875220,15362046@n04,14.0,-122.419323,37.758765,07-06-2009
10479581335,34581217@n00,16.0,-122.427989,37.789822,25-10-2013
3323479679,23004521@n02,7.0,-122.44812,37.790251,02-03-2009
2461863943,48600095270@n01,16.0,-122.396476,37.765066,03-05-2008
2222822783,33916783@n00,16.0,-122.47953400000002,37.778287,13-01-2008
4359830274,25479668@n00,16.0,-122.394636,37.794614,14-02-2010
2341950781,34427469121@n01,16.0,-122.399024,37.794325,17-03-2008
6260526493,27109792@n00,15.0,-122.416076,37.809224,19-10-2011
6267945629,40040700045@n01,16.0,-122.447776,37.769964,21-10-2011
3067665857,63335179@n00,16.0,-122.404829,37.79445,21-11-2008
7121029879,50847591@n00,16.0,-122.408401,37.774853,10-03-2012
4843703449,15352839@n00,16.0,-122.448451,37.769792,24-07-2010
3026000480,23004521@n02,7.0,-122.44812,37.790251,12-11-2008
10986979464,40911801@n00,16.0,-122.4465,37.7545,20-11-2013
4006771981,33633351@n00,15.0,-122.482795,37.769315,11-10-2009
3329656134,29402347@n04,15.0,-122.418465,37.779469,04-03-2009
12473133315,40911801@n00,16.0,-122.458,37.7635,11-02-2014
3635860014,44124466908@n01,16.0,-122.4075,37.788166,16-06-2009
6258094128,17593639@n08,16.0,-122.477248,37.809741,17-10-2011
5449518349,97299052@n00,16.0,-122.404435,37.780274,15-02-2011
3928470880,44124466908@n01,15.0,-122.40749,37.78786,16-09-2009
4524725861,43661283@n00,14.0,-122.394261,37.794788,15-04-2010
266524628,18684820@n00,16.0,-122.400666,37.803095,10-10-2006
1129204370,82779205@n00,16.0,-122.431957,37.752762,02-08-2007
7168787856,98732074@n00,16.0,-122.406789,37.807804,09-05-2012
12756784215,34581217@n00,16.0,-122.401414,37.792483,31-01-2014
5050457672,71644319@n00,15.0,-122.486819,37.769637,03-10-2010
395617598,95286689@n00,15.0,-122.48625,37.730335,14-02-2007
4549321285,25678284@n03,16.0,-122.421456,37.759516,24-04-2010
10093872424,44547231@n00,16.0,-122.486743,37.76968,04-10-2013
2287239504,76875951@n00,15.0,-122.468132,37.771026,30-12-2006
2230668970,67961613@n00,15.0,-122.41898,37.785215,30-01-2008
2553799885,23004521@n02,7.0,-122.44812,37.790251,05-06-2008
5167499423,55774467@n02,16.0,-122.454884,37.777329,01-10-2010
3633166951,12252801@n00,16.0,-122.396742,37.78133,16-06-2009
3220872963,23004521@n02,7.0,-122.44812,37.790251,23-01-2009
2276238105,22426268@n04,15.0,-122.422348,37.769943,17-02-2008
2447748023,33956054@n00,15.0,-122.391609,37.777923,25-04-2008
2394241148,97863854@n00,16.0,-122.421944,37.795833,06-04-2008
4569667903,17065592@n00,16.0,-122.432917,37.740988,01-05-2010
6685376561,27572989@n02,16.0,-122.483015,37.746918,24-04-2011
9778523082,16919278@n00,16.0,-122.447,37.755,03-07-2013
1470538878,38696955@n00,14.0,-122.389841,37.778364,24-09-2007
8546051389,82847947@n00,16.0,-122.410682,37.782821000000006,10-03-2013
8010566960,74135127@n00,15.0,-122.433967,37.776218,11-07-2010
72520920,50769931@n00,16.0,-122.428615,37.753683,11-12-2005
9715118191,9751269@n07,15.0,-122.386193,37.713701,08-09-2013
10684464045,26112397@n05,16.0,-122.406113,37.793602,26-05-2013
3714299530,68062148@n00,16.0,-122.411917,37.80838,04-07-2009
2563029767,69449816@n00,16.0,-122.469856,37.767826,08-06-2008
8334246296,49042115@n03,16.0,-122.429,37.767166,16-12-2012
3512985205,74453626@n00,16.0,-122.414534,37.78175,08-05-2009
4917820627,68989113@n00,14.0,-122.508287,37.782715,22-08-2010
9575447067,20721230@n00,16.0,-122.429334,37.806166,22-08-2013
4799055760,44124466908@n01,15.0,-122.419998,37.787384,14-07-2010
3354886691,19149835@n00,13.0,-122.510873,37.766136,14-03-2009
3715486558,68062148@n00,16.0,-122.43447,37.775563,05-07-2009
6821138891,98732074@n00,15.0,-122.405784,37.808373,04-02-2012
2333774927,59955009@n00,12.0,-122.457561,37.819548,15-02-2008
5447344686,21424326@n00,16.0,-122.414588,37.786566,14-02-2011
88132616,29273052@n00,16.0,-122.460179,37.772576,16-01-2006
4191586322,65367128@n00,16.0,-122.408589,37.787547,27-11-2009
8075345768,82847947@n00,15.0,-122.420402,37.776252,05-10-2012
2406520489,8399025@n07,16.0,-122.402297,37.765973,11-04-2008
7110584819,44124466908@n01,16.0,-122.404167,37.790666,24-04-2012
4480642541,44124466908@n01,15.0,-122.418128,37.776054,31-03-2010
3860759103,95756589@n00,16.0,-122.398667,37.784333,25-08-2009
10949357435,44124466908@n01,16.0,-122.420804,37.752901,17-11-2013
4528573896,34073237@n04,14.0,-122.40235,37.785961,11-04-2010
3403757448,17039160@n00,16.0,-122.421667,37.7625,25-03-2009
7193764590,13765406@n07,14.0,-122.398419,37.786945,14-05-2012
3205067981,27109792@n00,16.0,-122.421823,37.805657,16-01-2009
279125835,13772946@n00,14.0,-122.41938799999998,37.826073,20-10-2006
2936655950,24539921@n08,14.0,-122.43953700000002,37.806749,12-10-2008
9534848144,44099059@n00,16.0,-122.420568,37.76298,17-08-2013
2158203975,17065592@n00,16.0,-122.404025,37.771869,01-01-2008
3788174418,74063173@n00,16.0,-122.409453,37.793439,03-08-2009
3851059824,42445822@n00,15.0,-122.403638,37.780043,23-08-2009
5048978059,54302240@n03,15.0,-122.453913,37.776704,26-09-2010
5124363738,11711545@n02,15.0,-122.390763,37.778194,27-10-2010
334674965,53546415@n00,16.0,-122.449074,37.803714,26-12-2006
3289704572,93879039@n00,16.0,-122.400484,37.790777,17-02-2009
3707932834,44048128@n00,12.0,-122.416534,37.776413,07-07-2009
8384461583,36791303@n00,16.0,-122.409423,37.791164,15-01-2013
1074372457,26608734@n00,9.0,-122.42958,37.786996,05-08-2007
8285993628,24527978@n05,16.0,-122.421573,37.826402,03-12-2012
5956434529,22829128@n08,16.0,-122.498835,37.733147,18-07-2011
2559523151,91598989@n00,16.0,-122.463348,37.775394,07-06-2008
496816199,62237499@n00,16.0,-122.459385,37.772504,16-09-2006
2747623787,17692430@n00,15.0,-122.405998,37.785614,07-08-2008
2812708334,55514420@n00,16.0,-122.448527,37.802116,23-08-2008
13650546093,44109449@n03,15.0,-122.406063,37.8029,14-03-2014
7198970040,97537971@n00,16.0,-122.511398,37.776199,14-05-2012
3702377239,23654380@n00,15.0,-122.409927,37.787609,08-07-2009
2844362793,55514420@n00,16.0,-122.406009,37.792778000000006,09-09-2008
3134205970,23004521@n02,7.0,-122.44812,37.790251,24-12-2008
3054893187,8021736@n06,15.0,-122.402683,37.785011,24-11-2008
2596801537,76562640@n00,15.0,-122.433561,37.77621,30-05-2008
4390791186,8742308@n06,15.0,-122.502418,37.733432,17-08-2009
2588440668,49215231@n00,11.0,-122.448806,37.787859000000005,11-07-2005
2506409371,68601487@n00,16.0,-122.464144,37.77242,18-05-2008
542062331,40033932@n00,16.0,-122.419114,37.756092,11-06-2007
4588016765,23396770@n06,16.0,-122.413169,37.76617,08-05-2010
6909962020,16482030@n00,16.0,-122.42177,37.778177,06-04-2012
6647361755,47448228@n07,13.0,-122.429752,37.75884,09-12-2011
39487910,66922282@n00,16.0,-122.402179,37.784579,02-04-2005
4773020174,51035555243@n01,16.0,-122.409617,37.75918,17-12-2008
144930763,18684820@n00,10.0,-122.424774,37.781298,11-05-2006
9012443470,47357266@n00,16.0,-122.450833,37.767833,06-06-2013
407804468,51035555243@n01,14.0,-122.39499,37.798017,19-07-2006
4368869139,55716492@n00,16.0,-122.477924,37.774726,20-12-2009
9132936014,30682960@n08,16.0,-122.396324,37.789963,09-09-2003
2574605868,43681824@n00,16.0,-122.423551,37.827094,24-06-2005
8435198101,27572989@n02,16.0,-122.393397,37.796135,07-10-2012
8621585633,47646723@n00,16.0,-122.4152,37.7745,05-12-2011
5047598693,61775176@n00,16.0,-122.51157,37.763908,24-09-2010
129040730,36101699310@n01,16.0,-122.478075,37.815776,13-04-2004
3757718136,44124466908@n01,16.0,-122.41826100000002,37.7795,25-07-2009
3473167469,87445659@n00,15.0,-122.396553,37.793094,16-04-2009
3922603981,51035647214@n01,16.0,-122.45836,37.769264,13-09-2009
2994197925,79053562@n00,15.0,-122.423446,37.779296,02-11-2008
4649392258,63215589@n00,15.0,-122.41842,37.783570000000005,27-05-2010
1571594907,10011817@n00,15.0,-122.434989,37.760799,14-10-2007
4343673976,7453283@n02,14.0,-122.41295,37.780874,28-06-2009
2382589799,7681507@n02,13.0,-122.478761,37.83209,16-09-2007
2998079730,90784314@n00,16.0,-122.379992,37.714703,02-11-2008
4579684413,27109792@n00,16.0,-122.460431,37.772638,04-05-2010
3002061362,58519896@n00,16.0,-122.399411,37.784706,02-11-2008
4421940812,51186333@n00,16.0,-122.404158,37.785732,19-02-2010
3224080887,97744281@n00,8.0,-122.465972,37.776286,10-12-2008
2935576781,84538755@n00,16.0,-122.419903,37.812335,04-10-2008
4925173584,59473516@n00,16.0,-122.388835,37.787957,24-08-2010
5433025946,44124466908@n01,16.0,-122.417334,37.803833,09-02-2011
4110730310,35468156870@n01,10.0,-122.425804,37.785793,25-10-2008
8318337735,44124466908@n01,16.0,-122.431309,37.806364,26-12-2012
451414377,33195950@n00,10.0,-122.43782,37.781126,10-07-2006
864609345,49503004061@n01,15.0,-122.412006,37.807435,21-07-2007
